pathway_id,class,calc_version,fuel_producer,facility_name,facility_location,feedstock,fuel_type,ci,fpc,certification_date,applicant_description
B017904,Tier 2,3.0,Neste Singapore Pte Ltd,Neste Singapore,Singapore,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),32.83,RND001B01790400,2021-06-25T00:00:00,"Fuel Producer: Neste Singapore Pte Ltd (4137); Facility Name: Neste Singapore (80327); Globally Sourced Used Cooking Oil transported by Truck, Rail, and Ocean Tanker to Renewable Diesel plant in Singapore; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in Singapore and transported by Ocean Tanker to California."
B017906,Tier 2,3.0,Neste Singapore Pte Ltd,Neste Singapore,Singapore,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),28.64,RND001B01790600,2021-06-25T00:00:00,"Fuel Producer: Neste Singapore Pte Ltd (4137); Facility Name: Neste Singapore (80327); North America Sourced Used Cooking Oil transported by Truck, Rail, and Ocean Tanker to Renewable Diesel plant in Singapore; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in Singapore and transported by Ocean Tanker to California."
B017905,Tier 2,3.0,Neste Singapore Pte Ltd,Neste Singapore,Singapore,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),24.29,RND001B01790500,2021-06-25T00:00:00,"Fuel Producer: Neste Singapore Pte Ltd (4137); Facility Name: Neste Singapore (80327); South East Asia Sourced Used Cooking Oil transported by Truck, Rail, and Ocean Tanker to Renewable Diesel plant in Singapore; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in Singapore and transported by Ocean Tanker to CA."
B017902,Tier 2,3.0,Neste Singapore Pte Ltd,Neste Singapore,Singapore,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),40.10,RND002B01790200,2021-06-25T00:00:00,"Fuel Producer: Neste Singapore Pte Ltd (4137); Facility Name: Neste Singapore (80327); North America Sourced Rendered Animal Fat Oil transported by Truck, Rail, and Ocean Tanker to Renewable Diesel plant in Singapore; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in Singapore and transported by Ocean Tanker to CA."
B017903,Tier 2,3.0,Neste Singapore Pte Ltd,Neste Singapore,Singapore,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),38.26,RND002B01790300,2021-06-25T00:00:00,"Fuel Producer: Neste Singapore Pte Ltd (4137); Facility Name: Neste Singapore (80327); Oceanic Sourced Rendered Animal Fat Oil transported by Truck and Ocean Tanker to Renewable Diesel plant in Singapore; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in Singapore and transported by Ocean Tanker to CA."
B017901,Tier 2,3.0,Neste Singapore Pte Ltd,Neste Singapore,Singapore,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),42.77,RND002B01790100,2021-06-25T00:00:00,"Fuel Producer: Neste Singapore Pte Ltd (4137); Facility Name: Neste Singapore (80327); Globally Sourced Rendered Animal Fat Oil transported by Truck, Rail, and Ocean Tanker to Renewable Diesel plant in Singapore; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in Singapore and transported by Ocean Tanker to CA."
A033701,Tier 1,3.0,"JC Chemical Co., Ltd.","JC Chemical Co., Ltd.",South Korea,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),24.35,BIO001A03370100,2021-07-09T00:00:00,"Fuel Producer: JC Chemical Co., Ltd. (6094); Facility Name: JC Chemical Co., Ltd. (81585); South Korea sourced rendered Used Cooking Oil transported by truck to Biodiesel plant in South Korea; Natural Gas, Grid Electricity; Biodiesel transported to California By Ocean Tanker (Provisional)"
A034101,Tier 1,3.0,Ag Processing Inc,,Missouri,Soybean Oil (005),Biodiesel (BIO),54.06,BIO005A03410100,2021-07-09T00:00:00,"Fuel Producer: Ag Processing Inc (4552); Facility Name: AGP Methyl Ester (St Joseph) (81732); Midwest Soybean Oil Extraction Facility co-located with a Biodiesel plant in St. Joseph, Missouri; Grid Electricity; Biodiesel produced in St. Joseph, Missouri; Finished Fuel transported to California By Rail"
A035001,Tier 1,3.0,"Delek Renewables, LLC",DELEK RENEWABLES NEW ALBANY BIODIESEL PLANT,Mississippi,Tallow (animal and poultry fat) (002),Biodiesel (BIO),31.11,BIO002A03500100,2021-07-29T00:00:00,"Fuel Producer: Delek Renewables, LLC (5998); Facility Name: DELEK RENEWABLES NEW ALBANY BIODIESEL PLANT (80701); U.S Sourced Rendered Animal Fat Oil transported by truck to Biodiesel plant in Texas; Natural Gas and Grid Electricity; Biodiesel transported to California By Rail"
A035701,Tier 1,3.0,"Delek Renewables, LLC",Delek Renewables Crossett Biodiesel Plant,Arkansas,Tallow (animal and poultry fat) (002),Biodiesel (BIO),28.97,BIO002A03570100,2021-08-04T00:00:00,"Fuel Producer: Delek Renewables, LLC (5998); Facility Name: Delek Renewables Crossett Biodiesel Plant (82217); U.S Sourced Rendered Animal Fat Oil transported by truck and rail to Biodiesel plant in Crossett, Arkansas; Grid Electricity; Biodiesel fuel transported to California by rail."
A039501,Tier 1,3.0,,,Australia,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),31.34,BIO001A03950100,2021-08-20T00:00:00,"Fuel Producer: Just Biodiesel Pty. Ltd. (C1037); Facility Name: Just Biodiesel Pty. Ltd. (F00079); Australia Sourced Used Cooking Oil transported by truck to Biodiesel plant in Australia; Light Fuel Oil, Bottom Distillate, Bio Heating Oil, Grid Electricity; Biodiesel transported to California by Ocean Tanker. (Provisional)"
A039502,Tier 1,3.0,,,Australia,Tallow (animal and poultry fat) (002),Biodiesel (BIO),43.33,BIO002A03950200,2021-08-20T00:00:00,"Fuel Producer: Just Biodiesel Pty. Ltd. (C1037); Facility Name: Just Biodiesel Pty. Ltd. (F00079); Australia Sourced Rendered Animal Fat Oil transported by truck to Biodiesel plant in Australia; Light Fuel Oil, Bottom Distillate, Bio Heating Oil, Grid Electricity; Biodiesel transported to California by Ocean Tanker. (Provisional)"
A040801,Tier 1,3.0,Ag Processing Inc,Ag Processing Inc - Sgt. Bluff,Iowa,Soybean Oil (005),Biodiesel (BIO),53.32,BIO005A04080100,2021-10-18T00:00:00,"Fuel Producer: Ag Processing Inc (4552); Facility Name: Ag Processing Inc - Sgt. Bluff (81733); Midwest Soybean Oil; Extraction Facility co-located with a Biodiesel plant in Sergeant Bluff, Iowa; Grid Electricity; Natural Gas; Finished Fuel transported to California by rail."
A042501,Tier 1,3.0,ADM Agri-Industries Company,ADM Agri Industries,Canada,Canola Oil (006),Biodiesel (BIO),47.65,BIO006A04250100,2021-12-16T00:00:00,"Fuel Producer: ADM Agri-Industries Company (6137); Facility Name: ADM Agri Industries (81926); Biodiesel produced from canola oil obtained from co-located seed crushing facility; transported by rail from Alberta, Canada, to Los Angeles, California for use as a transportation fuel."
B024102,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Soybean Oil (005),Renewable Diesel (RND),58.16,RND005B02410200,2021-12-28T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Renewable diesel produced from Soybean Oil transported by rail and barge to California; natural gas, steam, off gases, grid electricity and hydrogen; distributed in California via barge/ship/pipeline (Provisional)"
A039701,Tier 1,3.0,Archer Daniels Midland Co,ADM Velva,North Dakota,Canola Oil (006),Biodiesel (BIO),47.44,BIO006A03970100,2021-12-20T00:00:00,"Fuel Producer: Archer Daniels Midland Co (4888); Facility Name: ADM Velva (82790); Canola oil extracted from co-located canola seed crushing operations in  Velva, North Dakota, and used for biodiesel production; finished fuel transported to California by Rail for use as a transportation fuel."
A045001,Tier 1,3.0,WORLD ENERGY HARRISBURG LLC,WORLD ENERGY HARRISBURG LLC,Pennsylvania,Soybean Oil (005),Biodiesel (BIO),58.09,BIO005A04500100,2022-02-22T00:00:00,"Fuel Producer: WORLD ENERGY HARRISBURG LLC (6425); Facility Name: WORLD ENERGY HARRISBURG LLC (81499); Midwest Soybean Oil transported by truck to a Biodiesel plant in Harrisburg, Pennsylvania.  Biodiesel transported to California by rail. (Provisional)"
A045002,Tier 1,3.0,WORLD ENERGY HARRISBURG LLC,WORLD ENERGY HARRISBURG LLC,Pennsylvania,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),21.59,BIO001A04500200,2022-02-22T00:00:00,"Fuel Producer: WORLD ENERGY HARRISBURG LLC (6425); Facility Name: WORLD ENERGY HARRISBURG LLC (81499); US sourced Used Cooking Oil transported by truck and rail to a Biodiesel plant in Harrisburg, Pennsylvania. Biodiesel transported to California by rail. (Provisional)"
B026804,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),19.54,AJF002B02680400,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Site-Specific Rendered Animal Fat Sourced from JBS Greely Colorado transported by rail to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Jet Fuel produced in California  (Provisional)"
B026805,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),19.54,RND002B02680500,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Site-Specific Rendered Animal Fat Sourced from JBS Greely Colorado transported by rail to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in California  (Provisional)"
B026807,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),15.64,AJF002B02680700,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Site-Specific Rendered Animal Fat Sourced from JBS Hyrum Utah transported by Truck and rail to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Jet Fuel produced in California  (Provisional)"
B026808,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),15.64,RND002B02680800,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Site-Specific Rendered Animal Fat Sourced from JBS Hyrum Utah transported by Truck and rail to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in California  (Provisional)"
B026813,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),32.93,AJF002B02681300,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); North American Sourced Rendered Animal Fat transported by rail to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Jet Fuel produced in California  (Provisional)"
B026814,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),32.93,RND002B02681400,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); North American Sourced Rendered Animal Fat transported by rail to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in California  (Provisional)"
B026816,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),38.43,AJF002B02681600,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Site-Specific Rendered Australian Sourced Animal Fat transported by truck and ocean tanker to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Jet Fuel produced in California  (Provisional)"
B026817,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),38.43,RND002B02681700,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Site-Specific Rendered Australian Sourced Animal Fat transported by truck and ocean tanker to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in California  (Provisional)"
B026703,Tier 2,3.0,Crimson Renewable Energy LLC,Crimson Renewable Energy Bakersfield Biodiesel Plant,California,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),15.71,BIO001B02670300,2022-03-29T00:00:00,"Fuel Producer: Crimson Renewable Energy LLC (4814); Facility Name: Crimson Renewable Energy Bakersfield Biodiesel Plant (80174); North America sourced Zero Energy Rendered UCO transported by truck and rail to Biodiesel plant in Bakersfield, California; Natural Gas and Grid Electricity; Composite BD produced by conventional and RepCat process.  In-state fuel distribution by truck. (Provisional)"
B026704,Tier 2,3.0,Crimson Renewable Energy LLC,Crimson Renewable Energy Bakersfield Biodiesel Plant,California,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),16.34,BIO001B02670400,2022-03-29T00:00:00,"Fuel Producer: Crimson Renewable Energy LLC (4814); Facility Name: Crimson Renewable Energy Bakersfield Biodiesel Plant (80174); North America sourced Low Energy Rendered UCO transported by truck to Biodiesel plant in Bakersfield, California; Natural Gas and Grid Electricity; Composite Biodiesel produced by conventional and RepCat process.  In-state fuel distribution by truck. (Provisional)"
B026705,Tier 2,3.0,Crimson Renewable Energy LLC,Crimson Renewable Energy Bakersfield Biodiesel Plant,California,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),20.86,BIO001B02670500,2022-03-29T00:00:00,"Fuel Producer: Crimson Renewable Energy LLC (4814); Facility Name: Crimson Renewable Energy Bakersfield Biodiesel Plant (80174); North America sourced UCO Standard Rendering Energy, transported by truck and rail to BD plant in Bakersfield, California; Natural Gas and Grid Electricity; Composite BD produced by conventional and RepCat process.  In-state fuel distribution by truck. (Provisional)"
A045601,Tier 1,3.0,SJV BIODIESEL LLC,SJV BIODIESEL,California,Distillers' Corn Oil  (003),Biodiesel,30.15,BIO003A04560100,2022-04-07T00:00:00,"Fuel Producer: SJV BIODIESEL LLC (7501); Facility Name: SJV BIODIESEL (80341); California Sourced Corn Oil transported by truck to Biodiesel plant in Pixley California; Natural Gas, Dairy Biogas, and Electricity; Biodiesel transport by truck to California blending terminals (Provisional)"
A045602,Tier 1,3.0,SJV BIODIESEL LLC,SJV BIODIESEL,California,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel,23.48,BIO001A04560200,2022-04-07T00:00:00,"Fuel Producer: SJV BIODIESEL LLC (7501); Facility Name: SJV BIODIESEL (80341); North American Sourced Rendered Used Cooking Oil transported by truck to Biodiesel plant in Pixley California; Natural Gas, Dairy Biogas, and Electricity; Biodiesel transport by truck to California blending terminals (Provisional)"
A045603,Tier 1,3.0,SJV BIODIESEL LLC,,California,Tallow (animal and poultry fat) (002),Biodiesel (BIO),36.09,BIO002A04560300,2022-04-07T00:00:00,"Fuel Producer: SJV BIODIESEL LLC (7501); Facility Name: SJV BIODIESEL ( 80341); North American Sourced Rendered Animal Fat transported by truck to Biodiesel plant in Pixley California; Natural Gas, Dairy Biogas, and Electricity; Biodiesel transport by truck to California blending terminals (Provisional)"
A045801,Tier 1,3.0,New Leaf Biofuel,New Leaf Biofuel,California,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),14.69,BIO001A04580100,2022-05-10T00:00:00,"Fuel Producer: New Leaf Biofuel (7768); Facility Name: New Leaf Biofuel (83541); California Sourced Self-rendered Used Cooking Oil transported by truck to Biodiesel plant in San Diego, California; Natural Gas and Grid Electricity; Biodiesel transported by truck to California blending terminals (Provisional)"
A045802,Tier 1,3.0,New Leaf Biofuel,New Leaf Biofuel,California,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),20.58,BIO001A04580200,2022-05-10T00:00:00,"Fuel Producer: New Leaf Biofuel (7768); Facility Name: New Leaf Biofuel (83541); California Sourced Rendered Used Cooking Oil transported by truck to Biodiesel plant in San Diego, California; Natural Gas and Grid Electricity; Biodiesel transported by truck to California blending terminals (Provisional)"
B030201,Tier 2,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Distillers' Corn Oil  (003),Biodiesel (BIO),24.50,BIO003B03020100,2022-06-03T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); North American Sourced Corn Oil transported by truck and rail to Biodiesel plant in Albert Lea, MN; Natural Gas, Steam, Grid Electricity, and Renewable Electricity; Biodiesel transported by truck and rail to California (Provisional)"
