26,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
Hard red winter,Grain inspections,Brazil,"1,000 bushels",1999/00,MY Jun-May,2863
Soft red winter,Grain inspections,Barbados,"1,000 bushels",1999/00,MY Jun-May,69
Hard red winter,Grain inspections,"Korea, Republic","1,000 bushels",1999/00,MY Jun-May,13079
Hard red winter,Grain inspections,Taiwan,"1,000 bushels",1999/00,MY Jun-May,11784
Hard red winter,Grain inspections,Venezuela,"1,000 bushels",1999/00,MY Jun-May,6112
Hard red winter,Grain inspections,Peru,"1,000 bushels",1999/00,MY Jun-May,15245
Hard red winter,Grain inspections,Colombia,"1,000 bushels",1999/00,MY Jun-May,21031
Hard red winter,Grain inspections,Japan,"1,000 bushels",1999/00,MY Jun-May,34375
Hard red winter,Grain inspections,Mexico,"1,000 bushels",1999/00,MY Jun-May,48035
Hard red winter,Grain inspections,Nigeria,"1,000 bushels",1999/00,MY Jun-May,40326
All wheat,Grain inspections,Total,"1,000 bushels",1999/00,MY Jun-May,1071973
Hard red spring,Grain inspections,"Korea, Republic","1,000 bushels",1999/00,MY Jun-May,12408
Hard red spring,Grain inspections,Indonesia,"1,000 bushels",1999/00,MY Jun-May,1427
Hard red spring,Grain inspections,Taiwan,"1,000 bushels",1999/00,MY Jun-May,21389
Hard red spring,Grain inspections,Japan,"1,000 bushels",1999/00,MY Jun-May,48198
Hard red spring,Grain inspections,Philippines,"1,000 bushels",1999/00,MY Jun-May,37106
Hard red winter,Grain inspections,Total,"1,000 bushels",1999/00,MY Jun-May,479712
All wheat,Grain inspections,Mexico,"1,000 bushels",1999/00,MY Jun-May,67782
All wheat,Grain inspections,Brazil,"1,000 bushels",1999/00,MY Jun-May,2863
Soft red winter,Grain inspections,Nicaragua,"1,000 bushels",1999/00,MY Jun-May,400
Soft red winter,Grain inspections,Venezuela,"1,000 bushels",1999/00,MY Jun-May,4823
Soft red winter,Grain inspections,Guatemala,"1,000 bushels",1999/00,MY Jun-May,890
Soft red winter,Grain inspections,United Arab Emirates,"1,000 bushels",1999/00,MY Jun-May,2123
Soft red winter,Grain inspections,Japan,"1,000 bushels",1999/00,MY Jun-May,1912
Soft red winter,Grain inspections,Panama,"1,000 bushels",1999/00,MY Jun-May,711
Soft red winter,Grain inspections,Trinidad,"1,000 bushels",1999/00,MY Jun-May,1349
Soft red winter,Grain inspections,El Salvador,"1,000 bushels",1999/00,MY Jun-May,2085
Soft red winter,Grain inspections,Chile,"1,000 bushels",1999/00,MY Jun-May,4245
Soft red winter,Grain inspections,Costa Rica,"1,000 bushels",1999/00,MY Jun-May,1752
Soft red winter,Grain inspections,Rep. of South Africa,"1,000 bushels",1999/00,MY Jun-May,434
Soft red winter,Grain inspections,Jamaica,"1,000 bushels",1999/00,MY Jun-May,3207
Soft red winter,Grain inspections,Honduras,"1,000 bushels",1999/00,MY Jun-May,2448
Soft red winter,Grain inspections,Dominican Republic,"1,000 bushels",1999/00,MY Jun-May,1375
Soft red winter,Grain inspections,Peru,"1,000 bushels",1999/00,MY Jun-May,2742
Soft red winter,Grain inspections,Ecuador,"1,000 bushels",1999/00,MY Jun-May,1871
Soft red winter,Grain inspections,Ecuador,"1,000 bushels",2000/01,MY Jun-May,2081
Soft red winter,Grain inspections,Peru,"1,000 bushels",2000/01,MY Jun-May,3711
Soft red winter,Grain inspections,Dominican Republic,"1,000 bushels",2000/01,MY Jun-May,765
Soft red winter,Grain inspections,Honduras,"1,000 bushels",2000/01,MY Jun-May,2418
Soft red winter,Grain inspections,Jamaica,"1,000 bushels",2000/01,MY Jun-May,3380
Soft red winter,Grain inspections,Rep. of South Africa,"1,000 bushels",2000/01,MY Jun-May,877
Soft red winter,Grain inspections,Costa Rica,"1,000 bushels",2000/01,MY Jun-May,1545
Soft red winter,Grain inspections,Chile,"1,000 bushels",2000/01,MY Jun-May,1554
Soft red winter,Grain inspections,El Salvador,"1,000 bushels",2000/01,MY Jun-May,3626
Soft red winter,Grain inspections,Trinidad,"1,000 bushels",2000/01,MY Jun-May,1738
Soft red winter,Grain inspections,Panama,"1,000 bushels",2000/01,MY Jun-May,877
Soft red winter,Grain inspections,Japan,"1,000 bushels",2000/01,MY Jun-May,110
Soft red winter,Grain inspections,United Arab Emirates,"1,000 bushels",2000/01,MY Jun-May,1058
Soft red winter,Grain inspections,Guatemala,"1,000 bushels",2000/01,MY Jun-May,600
Soft red winter,Grain inspections,Venezuela,"1,000 bushels",2000/01,MY Jun-May,5370
Soft red winter,Grain inspections,Nicaragua,"1,000 bushels",2000/01,MY Jun-May,342
All wheat,Grain inspections,Brazil,"1,000 bushels",2000/01,MY Jun-May,2771
All wheat,Grain inspections,Mexico,"1,000 bushels",2000/01,MY Jun-May,52285
Hard red winter,Grain inspections,Total,"1,000 bushels",2000/01,MY Jun-May,389882
Hard red spring,Grain inspections,Philippines,"1,000 bushels",2000/01,MY Jun-May,23244
Hard red spring,Grain inspections,Japan,"1,000 bushels",2000/01,MY Jun-May,45275
Hard red spring,Grain inspections,Taiwan,"1,000 bushels",2000/01,MY Jun-May,24148
Hard red spring,Grain inspections,Indonesia,"1,000 bushels",2000/01,MY Jun-May,4852
Hard red spring,Grain inspections,"Korea, Republic","1,000 bushels",2000/01,MY Jun-May,14523
All wheat,Grain inspections,Total,"1,000 bushels",2000/01,MY Jun-May,1035983
Hard red winter,Grain inspections,Nigeria,"1,000 bushels",2000/01,MY Jun-May,45001
Hard red winter,Grain inspections,Mexico,"1,000 bushels",2000/01,MY Jun-May,24017
Hard red winter,Grain inspections,Japan,"1,000 bushels",2000/01,MY Jun-May,39307
Hard red winter,Grain inspections,Colombia,"1,000 bushels",2000/01,MY Jun-May,17383
Hard red winter,Grain inspections,Peru,"1,000 bushels",2000/01,MY Jun-May,10516
Hard red winter,Grain inspections,Venezuela,"1,000 bushels",2000/01,MY Jun-May,5825
Hard red winter,Grain inspections,Taiwan,"1,000 bushels",2000/01,MY Jun-May,9191
Hard red winter,Grain inspections,"Korea, Republic","1,000 bushels",2000/01,MY Jun-May,12897
Soft red winter,Grain inspections,Barbados,"1,000 bushels",2000/01,MY Jun-May,138
Hard red winter,Grain inspections,Brazil,"1,000 bushels",2000/01,MY Jun-May,1949
Soft red winter,Grain inspections,Israel,"1,000 bushels",2000/01,MY Jun-May,2843
Soft red winter,Grain inspections,"Korea, Republic","1,000 bushels",2000/01,MY Jun-May,597
Soft red winter,Grain inspections,Philippines,"1,000 bushels",2000/01,MY Jun-May,13516
Soft red winter,Grain inspections,Bolivia,"1,000 bushels",2000/01,MY Jun-May,195
Durum,Grain inspections,Other,"1,000 bushels",2000/01,MY Jun-May,10827
Durum,Grain inspections,Total,"1,000 bushels",2000/01,MY Jun-May,41096
All wheat,Grain inspections,Japan,"1,000 bushels",2000/01,MY Jun-May,113754
All wheat,Grain inspections,Nigeria,"1,000 bushels",2000/01,MY Jun-May,51588
Durum,Grain inspections,Taiwan,"1,000 bushels",2000/01,MY Jun-May,105
Durum,Grain inspections,Cyprus,"1,000 bushels",2000/01,MY Jun-May,233
Durum,Grain inspections,Dominican Republic,"1,000 bushels",2000/01,MY Jun-May,801
Durum,Grain inspections,Honduras,"1,000 bushels",2000/01,MY Jun-May,129
Durum,Grain inspections,Libya,"1,000 bushels",2000/01,MY Jun-May,1838
Durum,Grain inspections,Morocco,"1,000 bushels",2000/01,MY Jun-May,368
Durum,Grain inspections,Philippines,"1,000 bushels",2000/01,MY Jun-May,86
Durum,Grain inspections,Rep. of South Africa,"1,000 bushels",2000/01,MY Jun-May,438
All wheat,Grain inspections,Philippines,"1,000 bushels",2000/01,MY Jun-May,72309
All wheat,Grain inspections,"Korea, Republic","1,000 bushels",2000/01,MY Jun-May,50855
All wheat,Grain inspections,Taiwan,"1,000 bushels",2000/01,MY Jun-May,38499
All wheat,Grain inspections,Indonesia,"1,000 bushels",2000/01,MY Jun-May,29903
All wheat,Grain inspections,Colombia,"1,000 bushels",2000/01,MY Jun-May,22834
All wheat,Grain inspections,Italy,"1,000 bushels",2000/01,MY Jun-May,30615
All wheat,Grain inspections,Thailand,"1,000 bushels",2000/01,MY Jun-May,14925
All wheat,Grain inspections,Venezuela,"1,000 bushels",2000/01,MY Jun-May,18392
All wheat,Grain inspections,Peru,"1,000 bushels",2000/01,MY Jun-May,14389
All wheat,Grain inspections,Dominican Republic,"1,000 bushels",2000/01,MY Jun-May,9121
All wheat,Grain inspections,Chile,"1,000 bushels",2000/01,MY Jun-May,3264
Soft red winter,Grain inspections,Other,"1,000 bushels",2000/01,MY Jun-May,1967
Soft red winter,Grain inspections,Total,"1,000 bushels",2000/01,MY Jun-May,176599
Soft red winter,Grain inspections,Djibouti,"1,000 bushels",2000/01,MY Jun-May,367
Soft red winter,Grain inspections,Eritrea,"1,000 bushels",2000/01,MY Jun-May,3183
Soft red winter,Grain inspections,Ethiopia,"1,000 bushels",2000/01,MY Jun-May,12239
Soft red winter,Grain inspections,Guyana,"1,000 bushels",2000/01,MY Jun-May,98
Soft red winter,Grain inspections,Indonesia,"1,000 bushels",2000/01,MY Jun-May,2223
Soft red winter,Grain inspections,Lebanon,"1,000 bushels",2000/01,MY Jun-May,210
Soft red winter,Grain inspections,Libya,"1,000 bushels",2000/01,MY Jun-May,1884
Soft red winter,Grain inspections,Morocco,"1,000 bushels",2000/01,MY Jun-May,6307
Soft red winter,Grain inspections,Mozambique,"1,000 bushels",2000/01,MY Jun-May,121
Soft red winter,Grain inspections,Sri Lanka,"1,000 bushels",2000/01,MY Jun-May,13503
Soft red winter,Grain inspections,Turkey,"1,000 bushels",2000/01,MY Jun-May,1010
Soft red winter,Grain inspections,Yemen,"1,000 bushels",2000/01,MY Jun-May,845
Hard red winter,Grain inspections,Dominican Republic,"1,000 bushels",2000/01,MY Jun-May,1963
Hard white,Grain inspections,Ecuador,"1,000 bushels",2000/01,MY Jun-May,285
Hard white,Grain inspections,Philippines,"1,000 bushels",2000/01,MY Jun-May,202
Hard red winter,Grain inspections,Chile,"1,000 bushels",2000/01,MY Jun-May,262
Hard red winter,Grain inspections,Guatemala,"1,000 bushels",2000/01,MY Jun-May,817
Hard red winter,Grain inspections,El Salvador,"1,000 bushels",2000/01,MY Jun-May,1360
Hard red winter,Grain inspections,Ethiopia,"1,000 bushels",2000/01,MY Jun-May,8946
Hard red winter,Grain inspections,Israel,"1,000 bushels",2000/01,MY Jun-May,23591
All wheat,Grain inspections,El Salvador,"1,000 bushels",2000/01,MY Jun-May,9081
Hard red winter,Grain inspections,Indonesia,"1,000 bushels",2000/01,MY Jun-May,3133
Hard red winter,Grain inspections,Thailand,"1,000 bushels",2000/01,MY Jun-May,2587
Hard red winter,Grain inspections,Honduras,"1,000 bushels",2000/01,MY Jun-May,1814
Hard red winter,Grain inspections,Ecuador,"1,000 bushels",2000/01,MY Jun-May,1042
Hard red winter,Grain inspections,Haiti,"1,000 bushels",2000/01,MY Jun-May,4056
All wheat,Grain inspections,Yemen,"1,000 bushels",2000/01,MY Jun-May,23500
Hard red winter,Grain inspections,Bolivia,"1,000 bushels",2000/01,MY Jun-May,481
All wheat,Grain inspections,Guatemala,"1,000 bushels",2000/01,MY Jun-May,2526
All wheat,Grain inspections,Egypt,"1,000 bushels",2000/01,MY Jun-May,172136
Hard red spring,Grain inspections,Thailand,"1,000 bushels",2000/01,MY Jun-May,7959
Hard red spring,Grain inspections,Venezuela,"1,000 bushels",2000/01,MY Jun-May,6514
Hard red spring,Grain inspections,Italy,"1,000 bushels",2000/01,MY Jun-May,16815
Hard red spring,Grain inspections,Dominican Republic,"1,000 bushels",2000/01,MY Jun-May,5592
Hard red spring,Grain inspections,Malaysia,"1,000 bushels",2000/01,MY Jun-May,2523
Hard red spring,Grain inspections,Nigeria,"1,000 bushels",2000/01,MY Jun-May,1013
Hard red spring,Grain inspections,Jamaica,"1,000 bushels",2000/01,MY Jun-May,3321
Hard red spring,Grain inspections,El Salvador,"1,000 bushels",2000/01,MY Jun-May,4095
Hard red spring,Grain inspections,Honduras,"1,000 bushels",2000/01,MY Jun-May,2906
Hard red spring,Grain inspections,United Kingdom,"1,000 bushels",2000/01,MY Jun-May,3329
Hard red spring,Grain inspections,Guatemala,"1,000 bushels",2000/01,MY Jun-May,1109
Hard red spring,Grain inspections,Vietnam,"1,000 bushels",2000/01,MY Jun-May,448
Hard red spring,Grain inspections,Spain,"1,000 bushels",2000/01,MY Jun-May,4225
Hard red spring,Grain inspections,Trinidad,"1,000 bushels",2000/01,MY Jun-May,2373
Hard red winter,Grain inspections,Costa Rica,"1,000 bushels",2000/01,MY Jun-May,567
All wheat,Grain inspections,Ecuador,"1,000 bushels",2000/01,MY Jun-May,7023
Hard red winter,Grain inspections,Trinidad,"1,000 bushels",2000/01,MY Jun-May,1192
Hard red winter,Grain inspections,Cameroon,"1,000 bushels",2000/01,MY Jun-May,184
Hard red winter,Grain inspections,Panama,"1,000 bushels",2000/01,MY Jun-May,81
Hard white,Grain inspections,Total,"1,000 bushels",2000/01,MY Jun-May,487
Soft white,Grain inspections,Philippines,"1,000 bushels",2000/01,MY Jun-May,35261
Soft white,Grain inspections,Japan,"1,000 bushels",2000/01,MY Jun-May,29062
Soft white,Grain inspections,Indonesia,"1,000 bushels",2000/01,MY Jun-May,19695
Soft white,Grain inspections,"Korea, Republic","1,000 bushels",2000/01,MY Jun-May,22838
Soft white,Grain inspections,Yemen,"1,000 bushels",2000/01,MY Jun-May,21369
Soft white,Grain inspections,Thailand,"1,000 bushels",2000/01,MY Jun-May,4379
Soft white,Grain inspections,Taiwan,"1,000 bushels",2000/01,MY Jun-May,5055
Soft white,Grain inspections,Sri Lanka,"1,000 bushels",2000/01,MY Jun-May,1929
Soft white,Grain inspections,Singapore,"1,000 bushels",2000/01,MY Jun-May,933
Soft white,Grain inspections,Malaysia,"1,000 bushels",2000/01,MY Jun-May,196
Soft white,Grain inspections,Chile,"1,000 bushels",2000/01,MY Jun-May,1448
Soft white,Grain inspections,Vietnam,"1,000 bushels",2000/01,MY Jun-May,473
All wheat,Grain inspections,Honduras,"1,000 bushels",2000/01,MY Jun-May,7267
All wheat,Grain inspections,Sri Lanka,"1,000 bushels",2000/01,MY Jun-May,18520
All wheat,Grain inspections,Jamaica,"1,000 bushels",2000/01,MY Jun-May,6701
All wheat,Grain inspections,Malaysia,"1,000 bushels",2000/01,MY Jun-May,2719
All wheat,Grain inspections,Israel,"1,000 bushels",2000/01,MY Jun-May,26434
All wheat,Grain inspections,Ethiopia,"1,000 bushels",2000/01,MY Jun-May,21607
All wheat,Grain inspections,Costa Rica,"1,000 bushels",2000/01,MY Jun-May,5215
All wheat,Grain inspections,Vietnam,"1,000 bushels",2000/01,MY Jun-May,1288
All wheat,Grain inspections,Trinidad,"1,000 bushels",2000/01,MY Jun-May,5303
All wheat,Grain inspections,Panama,"1,000 bushels",2000/01,MY Jun-May,4319
All wheat,Grain inspections,Algeria,"1,000 bushels",2000/01,MY Jun-May,14826
All wheat,Grain inspections,Haiti,"1,000 bushels",2000/01,MY Jun-May,5285
All wheat,Grain inspections,United Kingdom,"1,000 bushels",2000/01,MY Jun-May,3329
All wheat,Grain inspections,Ghana,"1,000 bushels",2000/01,MY Jun-May,3132
All wheat,Grain inspections,Rep. of South Africa,"1,000 bushels",2000/01,MY Jun-May,6268
Hard red spring,Grain inspections,Panama,"1,000 bushels",2000/01,MY Jun-May,3079
All wheat,Grain inspections,Bolivia,"1,000 bushels",2000/01,MY Jun-May,676
Hard red spring,Grain inspections,Ghana,"1,000 bushels",2000/01,MY Jun-May,3132
Hard red spring,Grain inspections,Costa Rica,"1,000 bushels",2000/01,MY Jun-May,2770
Hard red winter,Grain inspections,Algeria,"1,000 bushels",2000/01,MY Jun-May,5598
Hard red winter,Grain inspections,Angola,"1,000 bushels",2000/01,MY Jun-May,551
Hard red winter,Grain inspections,Barbados,"1,000 bushels",2000/01,MY Jun-May,67
Hard red winter,Grain inspections,Bosnia-Herc,"1,000 bushels",2000/01,MY Jun-May,2701
Hard red winter,Grain inspections,Botswana,"1,000 bushels",2000/01,MY Jun-May,202
Hard red winter,Grain inspections,Cape Verde,"1,000 bushels",2000/01,MY Jun-May,129
Hard red winter,Grain inspections,"China, People's Republic","1,000 bushels",2000/01,MY Jun-May,410
Hard red winter,Grain inspections,Congo (Brazzaville),"1,000 bushels",2000/01,MY Jun-May,1506
Hard red winter,Grain inspections,Egypt,"1,000 bushels",2000/01,MY Jun-May,83339
Hard red winter,Grain inspections,Eritrea,"1,000 bushels",2000/01,MY Jun-May,367
Hard red winter,Grain inspections,Georgia,"1,000 bushels",2000/01,MY Jun-May,1433
Hard red winter,Grain inspections,Jordan,"1,000 bushels",2000/01,MY Jun-May,14090
Hard red winter,Grain inspections,"Korea, North","1,000 bushels",2000/01,MY Jun-May,3306
Hard red winter,Grain inspections,Lebanon,"1,000 bushels",2000/01,MY Jun-May,6046
Hard red winter,Grain inspections,Libya,"1,000 bushels",2000/01,MY Jun-May,1164
Hard red winter,Grain inspections,Mongolia,"1,000 bushels",2000/01,MY Jun-May,1102
Hard red winter,Grain inspections,Morocco,"1,000 bushels",2000/01,MY Jun-May,11860
Hard red winter,Grain inspections,Mozambique,"1,000 bushels",2000/01,MY Jun-May,2229
Hard red winter,Grain inspections,Netherlands Antilles,"1,000 bushels",2000/01,MY Jun-May,177
Hard red winter,Grain inspections,Pakistan,"1,000 bushels",2000/01,MY Jun-May,129
Hard red winter,Grain inspections,Rep. of South Africa,"1,000 bushels",2000/01,MY Jun-May,1738
Hard red winter,Grain inspections,Russia,"1,000 bushels",2000/01,MY Jun-May,5236
Hard red winter,Grain inspections,Sri Lanka,"1,000 bushels",2000/01,MY Jun-May,3088
Hard red winter,Grain inspections,Sudan,"1,000 bushels",2000/01,MY Jun-May,2433
Hard red winter,Grain inspections,Uganda,"1,000 bushels",2000/01,MY Jun-May,581
Hard red spring,Grain inspections,Peru,"1,000 bushels",2000/01,MY Jun-May,162
Hard red spring,Grain inspections,Barbados,"1,000 bushels",2000/01,MY Jun-May,1416
Soft white,Grain inspections,Bangladesh,"1,000 bushels",2000/01,MY Jun-May,4921
Hard red winter,Grain inspections,Bangladesh,"1,000 bushels",2000/01,MY Jun-May,4411
Hard red winter,Grain inspections,Yemen,"1,000 bushels",2000/01,MY Jun-May,1286
Hard red winter,Grain inspections,Nicaragua,"1,000 bushels",2000/01,MY Jun-May,57
Hard red winter,Grain inspections,Belize,"1,000 bushels",2000/01,MY Jun-May,355
Hard red winter,Grain inspections,Guyana,"1,000 bushels",2000/01,MY Jun-May,658
Hard red winter,Grain inspections,Vietnam,"1,000 bushels",2000/01,MY Jun-May,367
Hard red winter,Grain inspections,Other,"1,000 bushels",2000/01,MY Jun-May,15104
Hard red spring,Grain inspections,Ecuador,"1,000 bushels",2000/01,MY Jun-May,3615
Hard red spring,Grain inspections,Nicaragua,"1,000 bushels",2000/01,MY Jun-May,1635
Soft white,Grain inspections,United Arab Emirates,"1,000 bushels",2000/01,MY Jun-May,2054
Hard red spring,Grain inspections,Cameroon,"1,000 bushels",2000/01,MY Jun-May,184
Hard red spring,Grain inspections,Haiti,"1,000 bushels",2000/01,MY Jun-May,1229
Hard red spring,Grain inspections,Guyana,"1,000 bushels",2000/01,MY Jun-May,818
Hard red spring,Grain inspections,Belize,"1,000 bushels",2000/01,MY Jun-May,259
Hard red spring,Grain inspections,Singapore,"1,000 bushels",2000/01,MY Jun-May,579
All wheat,Grain inspections,Spain,"1,000 bushels",2000/01,MY Jun-May,4225
All wheat,Grain inspections,Cameroon,"1,000 bushels",2000/01,MY Jun-May,368
All wheat,Grain inspections,Bangladesh,"1,000 bushels",2000/01,MY Jun-May,9332
All wheat,Grain inspections,Nicaragua,"1,000 bushels",2000/01,MY Jun-May,2034
All wheat,Grain inspections,Singapore,"1,000 bushels",2000/01,MY Jun-May,1512
All wheat,Grain inspections,Barbados,"1,000 bushels",2000/01,MY Jun-May,1621
All wheat,Grain inspections,Belize,"1,000 bushels",2000/01,MY Jun-May,614
All wheat,Grain inspections,United Arab Emirates,"1,000 bushels",2000/01,MY Jun-May,3112
Soft white,Grain inspections,"China, People's Republic","1,000 bushels",2000/01,MY Jun-May,829
Soft white,Grain inspections,Egypt,"1,000 bushels",2000/01,MY Jun-May,41550
Soft white,Grain inspections,Eritrea,"1,000 bushels",2000/01,MY Jun-May,1788
Soft white,Grain inspections,Ethiopia,"1,000 bushels",2000/01,MY Jun-May,422
Soft white,Grain inspections,"Korea, North","1,000 bushels",2000/01,MY Jun-May,1837
Soft white,Grain inspections,Pakistan,"1,000 bushels",2000/01,MY Jun-May,5570
