Commodity_Desc,Attribute_Desc,Attribute_Desc2,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Jul",4.77
"Durum","Average price received by farmers","Durum average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Jul",6.3
"Soft red winter","Average price received by farmers","Soft red winter average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Jul",4.85
"Hard red winter","Average price received by farmers","Hard red winter average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Jul",4.46
"White","Average price received by farmers","White average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Jul",4.77
"White","Average price received by farmers","White average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Jun",4.3
"Hard red winter","Average price received by farmers","Hard red winter average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Jun",4
"Soft red winter","Average price received by farmers","Soft red winter average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Jun",4.5
"Durum","Average price received by farmers","Durum average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Jun",6.69
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Jun",4.37
"Hard red spring","Average price received by farmers","Hard red spring average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Jun",5.41
"Hard red spring","Average price received by farmers","Hard red spring average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Mar",5.84
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Mar",5.1
"Durum","Average price received by farmers","Durum average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Mar",5.66
"White","Average price received by farmers","White average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Mar",4.74
"Soft red winter","Average price received by farmers","Soft red winter average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Mar",4.86
"Hard red winter","Average price received by farmers","Hard red winter average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","Mar",4.71
"Hard red winter","Average price received by farmers","Hard red winter average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","May",5.05
"Soft red winter","Average price received by farmers","Soft red winter average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","May",5.07
"Durum","Average price received by farmers","Durum average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","May",6.02
"White","Average price received by farmers","White average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","May",5
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","May",5.39
"Hard red spring","Average price received by farmers","Hard red spring average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","May",5.9
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","MY Jun-May Weighted-average farm price",4.72
"Soft red winter","Average price received by farmers","Soft red winter average price received by farmers dollars per bushel","United States","Dollars per bushel","2017/18","MY Jun-May Weighted-average farm price",4.65
