,File Name,Report End Date,Report Title
2227,ams_2227,12/8/2020,"Blue Grass Stockyards - Special Graded Feeder Cattle Sale - Richmond, KY"
2482,ams_2482,11/18/2020,National Weekly Direct Slaughter Cattle - Premiums and Discounts (PDF) (LM_CT155)
2489,ams_2489,11/18/2020,5 Area Weekly Weighted Average Direct Slaughter Cattle Premium and Discounts (PDF)
1914,ams_1914,11/16/2020,"Addison County Commission Sales - East Middlebury, VT"
1808,ams_1808,11/10/2020,Southeast Livestock Exchange Feeder Cattle Board Sale - Georgia
2788,co_gr115,10/30/2020,South Carolina Grain Weekly Review (CO_GR115)
3350,ams_3350,7/30/2020,Total Receipts of Producer Milk
2096,ams_2096,10/28/2020,"West Fargo Feeder Cattle Auction - West Fargo, ND"
3110,na_fv160,10/16/2020,Laurel Delaware Auction Market (NA_FV160)
2013,ams_2013,10/12/2020,"Producers Livestock Special Feeder Calf Auction - San Angelo, TX"
1590,cnavar,1/1/2020,Cotton Yearly Varieties Report
2869,lsddgr,8/24/2020,Daily Grain Review  (LSDDGR)
3139,jo_gr850,8/28/2020,Export Grain Bids (JO_GR850)
2849,nw_gr901,8/21/2020,Daily Grain Review CSV (NW_GR901)
1802,ams_1802,8/6/2020,"Turner County Stockyard Feeder Cattle Board Sale - Ashburn, Ga"
2379,ams_2379,7/31/2020,"Basin Livestock Market - Ballard, UT"
2397,on_fv120,7/10/2020,Onley Shipping Point Vegetables Prices (ON_FV120)
2263,ams_2263,6/25/2020,"Washington Co. Livestock - Special Graded Feeder Cattle Sale - Springfield, KY"
2225,ams_2225,6/8/2020,"Washington Co. Livestock - Special Feeder Cattle Sale - Springfield, KY"
3370,ams_3370,6/6/2020,"Coffee County Stockyards Feeder and Replacement Cattle Special - New Brockton, AL"
2958,lsmmsfm,6/5/2020,Monthly Mississippi Farmer's Market Report  (LSMMSFM)
2185,ams_2185,5/30/2020,"Narrows Graded Feeder Cattle Sale - Narrows, VA"
2004,ams_2004,5/23/2020,"Escambia County Coop - Brewton, AL"
2178,ams_2178,5/12/2020,"Staunton Livestock Auction Graded Feeder Cattle Sale - Staunton, VA"
2994,wa_da100,5/6/2020,National Dairy Products Sales Report (TXT)
2992,wa_da300,4/29/2020,Announcement of Class and Component Prices (TXT)
2139,ams_2139,4/25/2020,"Narrows Feeder Cattle Board Sale - Narrows, VA"
2990,wa_da200,4/22/2020,Announcement of Advanced Prices and Pricing Factors (TXT)
2567,lm_ct157,4/20/2020,Kansas  Weekly Direct Slaughter Cattle - Negotiated Purchases (TXT) (LM_CT157)
2612,lm_hg250,4/21/2020,National Weekly Direct Swine Non-Carcass Merit Premiums (TXT) (LM_HG250)
2415,ams_2415,4/14/2020,"Staunton Livestock Auction Feeder Cattle Board Sale - Staunton, VA"
1905,ams_1905,4/6/2020,"Centennial Livestock Auction (Friday) - Fort Collins, CO"
1664,ams_1664,2/29/2020,Monthly Dried Egg Inventory Report
3044,wa_mb700,3/2/2020,MbGrEx1 (WA_MB700)
3210,sj_mb900,2/25/2020,Federal Inspected Slaughter - Mobile Report (SJ_MB900)
2223,ams_2223,11/7/2019,"Paris Stockyards - Special Feeder Cattle Sale - Paris, KY"
1971,ams_1971,2/11/2020,"Boswell Livestock Auction - Boswell, IN"
2255,ams_2255,1/9/2020,"Crawford Livestock Market Seasonal Slaughter Cattle - Crawford, NE"
1916,ams_1916,12/30/2019,"Vintage Livestock Auction (Monday) - Paradise, PA"
1877,ams_1877,11/2/2019,"Riverton Stockyards - Riverton, WV"
2345,nc_fv010,6/22/2018,"New Covent Garden, United Kingdom Terminal Market Fruit Prices (NC_FV010)"
2346,nc_fv020,6/22/2018,"New Covent Garden, United Kingdom Terminal Market Vegetables Prices (NC_FV020)"
2347,nc_fv030,6/22/2018,"New Covent Garden, United Kingdom Terminal Market Onions and Potatoes Prices (NC_F"
2348,ns_fv010,6/22/2018,"New Spitalfields, United Kingdom Terminal Market Fruit Prices (NS_FV010)"
2349,ns_fv020,6/22/2018,"New Spitalfields, United Kingdom Terminal Market Vegetables Prices (NS_FV020)"
2350,ns_fv030,6/22/2018,"New Spitalfields, United Kingdom Terminal Market Onions and Potatoes Prices (NS_FV"
2372,wr_fv010,6/14/2018,"Warsaw, Poland Terminal Market Fruit Prices (WR_FV010)"
2373,wr_fv020,6/14/2018,"Warsaw, Poland Terminal Terminal Market Vegetables Prices (WR_FV020)"
2374,wr_fv030,6/14/2018,"Warsaw, Poland Terminal Terminal Market Onions and Potatoes Prices (WR_FV030)"
2357,pz_fv010,6/13/2018,"Poznan, Poland Terminal Market Fruit Prices (PZ_FV010)"
2358,pz_fv020,6/13/2018,"Poznan, Poland Terminal Market Vegetables Prices (PZ_FV020)"
2359,pz_fv030,6/13/2018,"Poznan, Poland Terminal Market Onions and Potatoes Prices (PZ_FV030)"
2354,pl_fv010,5/22/2018,"Plovdiv, Bulgaria Terminal Market Fruit Prices (PL_FV010)"
2355,pl_fv020,5/22/2018,"Plovdiv, Bulgaria Terminal Market Vegetables Prices (PL_FV020)"
2356,pl_fv030,5/22/2018,"Plovdiv, Bulgaria Terminal Market Onions and Potatoes Prices (PL_FV030)"
2363,so_fv010,5/22/2018,"Sofia, Bulgaria Terminal Market Fruit Prices (SO_FV010)"
2364,so_fv020,5/22/2018,"Sofia, Bulgaria Terminal Market Vegetables Prices (SO_FV020)"
2365,so_fv030,5/22/2018,"Sofia, Bulgaria Terminal Market Onions and Potatoes Prices (SO_FV030)"
2369,vr_fv010,5/22/2018,"Varna, Bulgaria Terminal Market Fruit Prices (VR_FV010)"
2370,vr_fv020,5/22/2018,"Varna, Bulgaria Terminal Market Vegetables Prices (VR_FV020)"
2371,vr_fv030,5/22/2018,"Varna, Bulgaria Terminal Market Onions and Potatoes Prices (VR_FV030)"
2351,pa_fv010,5/3/2018,"Paris (Rungis), France Terminal Market Fruit Prices (PA_FV010)"
2352,pa_fv020,5/3/2018,"Paris (Rungis), France Terminal Market Vegetables Prices (PA_FV020)"
2353,pa_fv030,5/3/2018,"Paris (Rungis), France Terminal Market Onions and Potatoes Prices (PA_FV030)"
2326,xx_fv010,12/29/2017,SAINT LOUIS Terminal Market Fruit Prices
2327,xx_fv020,12/29/2017,SAINT LOUIS Terminal Market Vegetables Prices
2328,xx_fv030,12/29/2017,SAINT LOUIS Terminal Market Onions and Potatoes Prices
2329,xx_fv040,12/29/2017,SAINT LOUIS Terminal Market Nuts Prices
3720,xx_fv055,12/29/2017,"Wholesale Market Misc Herbs Report - St. Louis, MO (XX_FV055)"
3721,xx_fv056,12/29/2017,"Wholesale Market Tropical F&V Report - St. Louis, MO (XX_FV056)"
3722,xx_fv057,12/29/2017,"Wholesale Market Asian Vegetable Report - St. Louis, MO (XX_FV057)"
2342,mo_fv010,12/18/2017,"Montreal, Canada Terminal Market Fruit Prices (MO_FV010)"
2343,mo_fv020,12/18/2017,"Montreal, Canada Terminal Market Vegetables Prices (MO_FV020)"
2344,mo_fv030,12/18/2017,"Montreal, Canada Terminal Market Onions and Potatoes Prices (MO_FV030)"
3839,th_fv170,6/11/2016,"Thomasville-Biweekly, MS TRUCK, AIR, AND BOAT Daily Movement Report"
2330,bi_fv010,2/2/2016,"Birmingham, United Kingdom Terminal Market Fruit Prices (BI_FV010)"
2331,bi_fv020,2/2/2016,"Birmingham, United Kingdom Terminal Market Vegetables Prices (BI_FV020)"
2332,bi_fv030,2/2/2016,"Birmingham, United Kingdom Terminal Market Onions and Potatoes Prices (BI_FV030)"
3695,ar_fv010,7/12/2013,Seattle Terminal Market Fruit Prices (AR_FV010)
3696,ar_fv020,7/12/2013,Seattle Terminal Market Vegetable Prices (AR_FV020)
3697,ar_fv030,7/12/2013,Seattle Terminal Market Onions and Potatoes Prices (AR_FV030)
3699,ar_fv055,7/12/2013,"Wholesale Market Misc Herbs Report - Seattle, WA (AR_FV055)"
3700,ar_fv056,7/12/2013,"Wholesale Market Tropical F&V Report - Seattle, WA (AR_FV056)"
3701,ar_fv057,7/12/2013,"Wholesale Market Asian Vegetable Report - Seattle, WA (AR_FV057)"
3698,ar_fv040,1/4/2013,Seattle Terminal Market Nuts Prices (AR_FV040)
3708,ps_fv010,8/31/2012,Pittsburgh Terminal Market Fruit Prices (PS_FV010)
3709,ps_fv020,8/31/2012,Pittsburgh Terminal Market Vegetable Prices (PS_FV020)
3710,ps_fv030,8/31/2012,Pittsburgh Terminal Market Onions and Potatoes Prices (PS_FV030)
3712,ps_fv055,8/31/2012,"Wholesale Market Misc Herbs Report - Pittsburgh, PA (PS_FV055)"
3713,ps_fv056,8/31/2012,"Wholesale Market Tropical F&V Report - Pittsburgh, PA (PS_FV056)"
3714,ps_fv057,8/31/2012,"Wholesale Market Asian Vegetable Report - Pittsburgh, PA (PS_FV057)"
3711,ps_fv040,12/30/2011,Pittsburgh Terminal Market Nuts Prices (PS_FV040)
3838,av_fv170,10/29/2011,"Asheville, NC TRUCK, AIR, AND BOAT Daily Movement Report"
3703,ha_fv010,4/27/2009,"Hamburg, Germany Terminal Fruit Prices (HA_FV010)"
3704,ha_fv020,4/27/2009,"Hamburg, Germany Terminal Vegetable Prices (HA_FV020)"
3705,ha_fv030,4/27/2009,"Hamburg, Germany Terminal Onions and Potatoes Prices (HA_FV030)"
3843,bt_fv170,10/13/2008,"Bridgeton, NJ TRUCK, AIR, AND BOAT Daily Movement Report"
3842,bo_fv170,10/14/2006,"Baton Rouge, LA TRUCK, AIR, AND BOAT Daily Movement Report"
3715,sx_fv201,2/3/2006,San Francisco Ornamental Terminal Prices (SX_FV201)
3702,ar_fv201,2/2/2006,Seattle Ornamental Terminal Prices (AR_FV201)
3706,hx_fv201,2/2/2006,"Hamburg, Germany Terminal Nut Prices (HA_FV201)"
3707,na_fv201,2/1/2006,Philadelphia Ornamental Terminal Prices (HX_FV201)
3840,us_fv170,7/5/2005,"Austin, TX TRUCK, AIR, AND BOAT Daily Movement Report"
3841,xx_fv170,7/2/2004,"St. Louis, MO TRUCK, AIR, AND BOAT Daily Movement Report"
3846,gr_fv170,5/9/2003,"Greeley, CO TRUCK, AIR, AND BOAT Daily Movement Report"
3844,dx_fv170,5/16/2001,"Denver, CO TRUCK, AIR, AND BOAT Daily Movement Report"
3845,fa_fv170,7/15/1999,"Faison, NC TRUCK, AIR, AND BOAT Daily Movement Report"
3847,hc_fv170,1/13/2000,"Los Angeles, CA TRUCK, AIR, AND BOAT Daily Movement Report"
3716,tk_fv010,2/14/2005,"Tokyo, Japan  Terminal Market Fruit Prices (TK_FV010)"
3717,tk_fv020,2/14/2005,"Tokyo, Japan Terminal Market Vegetable Prices (TK_FV020)"
3718,tk_fv030,2/14/2005,"Tokyo, Japan Terminal Market Onions and Potatoes Prices (TK_FV030)"
3719,tk_fv201,9/11/2004,"Tokyo, Japan Ornamental Terminal Prices (TK_FV201)"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
CT15,2),,
,,,
,,,
,,,
,,,
DF),(LM_CT145),,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
GR16,9),,
_GR1,68),,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
) (W,A_GR164),,
165),,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
),,,
),,,
