Commodity_Desc,Commodity_Desc2,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Durum","Durum food use","1,000 bushels","1999/00","Apr",5969.83467547962
"All wheat","Food exports","1,000 grain-equivalent bushels","1999/00","Aug",3145.74237875683
"All wheat","Nonmilled food use","1,000 bushels","1999/00","Aug",2000
"All wheat","Wheat ground for flour","1,000 bushels","1999/00","Aug",81361.0602114841
"All wheat","Food use","1,000 bushels","1999/00","Aug",81986.7857702497
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1999/00","Aug",1771.46793752245
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1999/00","Aug",4819.12515761453
"Durum","Durum food exports","1,000 grain-equivalent bushels","1999/00","Aug",329.895077839562
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1999/00","Aug",1002.63869580105
"Durum","Durum food use","1,000 bushels","1999/00","Aug",5491.86877557602
"All wheat","Food exports","1,000 grain-equivalent bushels","1999/00","Dec",3130.65752877357
"All wheat","Nonmilled food use","1,000 bushels","1999/00","Dec",2000
"All wheat","Wheat ground for flour","1,000 bushels","1999/00","Dec",76193.9359716512
"All wheat","Food use","1,000 bushels","1999/00","Dec",77128.7436353872
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1999/00","Dec",2065.46519250961
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1999/00","Dec",4390.47716475807
"Durum","Durum food exports","1,000 grain-equivalent bushels","1999/00","Dec",238.846783530705
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1999/00","Dec",1181.72041258512
"Durum","Durum food use","1,000 bushels","1999/00","Dec",5333.35079381249
"All wheat","Food exports","1,000 grain-equivalent bushels","1999/00","Feb",5759.58983967853
"All wheat","Nonmilled food use","1,000 bushels","1999/00","Feb",2000
"All wheat","Wheat ground for flour","1,000 bushels","1999/00","Feb",73522.4399289984
"All wheat","Food use","1,000 bushels","1999/00","Feb",71527.0106770265
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1999/00","Feb",1764.16058770656
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1999/00","Feb",6327.01421447305
"Durum","Durum food exports","1,000 grain-equivalent bushels","1999/00","Feb",326.167684145146
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1999/00","Feb",1048.66230667499
"Durum","Durum food use","1,000 bushels","1999/00","Feb",7049.5088370029
"All wheat","Food exports","1,000 grain-equivalent bushels","1999/00","Jan",3836.65565486458
"All wheat","Nonmilled food use","1,000 bushels","1999/00","Jan",2000
"All wheat","Wheat ground for flour","1,000 bushels","1999/00","Jan",74110.7253425341
"All wheat","Food use","1,000 bushels","1999/00","Jan",74068.4781463885
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1999/00","Jan",1794.40845871902
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1999/00","Jan",6161.99675667689
"Durum","Durum food exports","1,000 grain-equivalent bushels","1999/00","Jan",359.44584137391
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1999/00","Jan",1049.01952104193
"Durum","Durum food use","1,000 bushels","1999/00","Jan",6851.5704363449
"All wheat","Food exports","1,000 grain-equivalent bushels","1999/00","Jul",3879.12258606022
"All wheat","Nonmilled food use","1,000 bushels","1999/00","Jul",2000
"All wheat","Wheat ground for flour","1,000 bushels","1999/00","Jul",74443.2940113956
"All wheat","Food use","1,000 bushels","1999/00","Jul",74267.61150428
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1999/00","Jul",1703.44007894468
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1999/00","Jul",4127.02409751086
"Durum","Durum food exports","1,000 grain-equivalent bushels","1999/00","Jul",257.923442090774
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1999/00","Jul",947.160353623606
"Durum","Durum food use","1,000 bushels","1999/00","Jul",4816.26100904369
"All wheat","Nonmilled food use","1,000 bushels","1999/00","Jun",2000
"All wheat","Wheat ground for flour","1,000 bushels","1999/00","Jun",74343.3775226463
"All wheat","Food use","1,000 bushels","1999/00","Jun",73908.756322355
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1999/00","Jun",1932.76638818275
"All wheat","Food exports","1,000 grain-equivalent bushels","1999/00","Jun",4367.38758847402
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1999/00","Jun",4456.29438761404
"Durum","Durum food exports","1,000 grain-equivalent bushels","1999/00","Jun",246.060254673868
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1999/00","Jun",1084.74086986526
"Durum","Durum food use","1,000 bushels","1999/00","Jun",5294.97500280544
"All wheat","Food exports","1,000 grain-equivalent bushels","1999/00","Mar",2810.5038157972
"All wheat","Nonmilled food use","1,000 bushels","1999/00","Mar",2000
"All wheat","Wheat ground for flour","1,000 bushels","1999/00","Mar",78003.8347284675
"All wheat","Food use","1,000 bushels","1999/00","Mar",79295.9307824538
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1999/00","Mar",2102.59986978357
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1999/00","Mar",6343.98902885006
"Durum","Durum food exports","1,000 grain-equivalent bushels","1999/00","Mar",329.510427550022
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1999/00","Mar",1224.31601810025
"Durum","Durum food use","1,000 bushels","1999/00","Mar",7238.79461940029
"All wheat","Food exports","1,000 grain-equivalent bushels","1999/00","May",1539.13215663411
"All wheat","Nonmilled food use","1,000 bushels","1999/00","May",2000
"All wheat","Wheat ground for flour","1,000 bushels","1999/00","May",77282.8206427349
"All wheat","Food use","1,000 bushels","1999/00","May",79703.1292681368
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1999/00","May",1959.44078203597
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1999/00","May",5482.78055215451
"Durum","Durum food exports","1,000 grain-equivalent bushels","1999/00","May",279.578417044163
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1999/00","May",1148.73419271481
"Durum","Durum food use","1,000 bushels","1999/00","May",6351.93632782516
"All wheat","Food use","1,000 bushels","1999/00","MY Jun-May",928827.586078161
"Durum","Durum food use","1,000 bushels","1999/00","MY Jun-May",70978.1788556217
"All wheat","Food exports","1,000 grain-equivalent bushels","1999/00","Nov",2324.84281729225
"All wheat","Nonmilled food use","1,000 bushels","1999/00","Nov",2000
"All wheat","Wheat ground for flour","1,000 bushels","1999/00","Nov",81173.7391122052
"All wheat","Food use","1,000 bushels","1999/00","Nov",82785.6640573708
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1999/00","Nov",1936.76776245789
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1999/00","Nov",4769.15658553661
"Durum","Durum food exports","1,000 grain-equivalent bushels","1999/00","Nov",339.585560234958
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1999/00","Nov",1113.3216294776
"Durum","Durum food use","1,000 bushels","1999/00","Nov",5542.89265477925
"All wheat","Food exports","1,000 grain-equivalent bushels","1999/00","Oct",5420.37336607697
"All wheat","Nonmilled food use","1,000 bushels","1999/00","Oct",2000
"All wheat","Wheat ground for flour","1,000 bushels","1999/00","Oct",84807.3249161437
"All wheat","Food use","1,000 bushels","1999/00","Oct",83204.1760532719
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1999/00","Oct",1817.22450320521
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1999/00","Oct",5124.36624970532
"Durum","Durum food exports","1,000 grain-equivalent bushels","1999/00","Oct",351.55070359957
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1999/00","Oct",1059.01609907227
"Durum","Durum food use","1,000 bushels","1999/00","Oct",5831.83164517802
"All wheat","Food use","1,000 bushels","1999/00","Q1 Jun-Aug",230163.153596885
"Durum","Durum food use","1,000 bushels","1999/00","Q1 Jun-Aug",15603.1047874251
"All wheat","Food use","1,000 bushels","1999/00","Q2 Sep-Nov",241142.019364964
"Durum","Durum food use","1,000 bushels","1999/00","Q2 Sep-Nov",16580.0783783312
"All wheat","Food use","1,000 bushels","1999/00","Q3 Dec-Feb",222724.232458802
"Durum","Durum food use","1,000 bushels","1999/00","Q3 Dec-Feb",19234.4300671603
"All wheat","Food use","1,000 bushels","1999/00","Q4 Mar-May",234798.18065751
"Durum","Durum food use","1,000 bushels","1999/00","Q4 Mar-May",19560.5656227051
"All wheat","Food exports","1,000 grain-equivalent bushels","1999/00","Sep",6661.44633045786
"All wheat","Nonmilled food use","1,000 bushels","1999/00","Sep",2000
"All wheat","Wheat ground for flour","1,000 bushels","1999/00","Sep",78234.6457771204
"All wheat","Food use","1,000 bushels","1999/00","Sep",75152.1792543211
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1999/00","Sep",1578.97980765855
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1999/00","Sep",4691.85074487461
"Durum","Durum food exports","1,000 grain-equivalent bushels","1999/00","Sep",365.567780506339
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1999/00","Sep",879.071114005676
"Durum","Durum food use","1,000 bushels","1999/00","Sep",5205.35407837395
"All wheat","Food exports","1,000 grain-equivalent bushels","2000/01","Apr",4138.37439287351
"All wheat","Nonmilled food use","1,000 bushels","2000/01","Apr",2000
"All wheat","Wheat ground for flour","1,000 bushels","2000/01","Apr",73754.8271533765
"All wheat","Food use","1,000 bushels","2000/01","Apr",73618.3326372102
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2000/01","Apr",2001.87987670714
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2000/01","Apr",5646.00049764999
"Durum","Durum food exports","1,000 grain-equivalent bushels","2000/01","Apr",278.820435704321
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2000/01","Apr",1125.08212405557
"Durum","Durum food use","1,000 bushels","2000/01","Apr",6492.26218600123
"All wheat","Food exports","1,000 grain-equivalent bushels","2000/01","Aug",1860.29971083086
"All wheat","Nonmilled food use","1,000 bushels","2000/01","Aug",2000
"All wheat","Wheat ground for flour","1,000 bushels","2000/01","Aug",85062.0239269821
"All wheat","Food use","1,000 bushels","2000/01","Aug",87255.9168889921
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2000/01","Aug",2054.19267284084
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2000/01","Aug",6250.58695652174
"Durum","Durum food exports","1,000 grain-equivalent bushels","2000/01","Aug",252.011709606601
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2000/01","Aug",1141.53996742494
"Durum","Durum food use","1,000 bushels","2000/01","Aug",7140.11521434007
"All wheat","Food exports","1,000 grain-equivalent bushels","2000/01","Dec",3030.11850169645
"All wheat","Nonmilled food use","1,000 bushels","2000/01","Dec",2000
"All wheat","Wheat ground for flour","1,000 bushels","2000/01","Dec",77944.1862692058
"All wheat","Food use","1,000 bushels","2000/01","Dec",78945.0133984374
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2000/01","Dec",2030.94563092807
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2000/01","Dec",5319.96490952344
"Durum","Durum food exports","1,000 grain-equivalent bushels","2000/01","Dec",275.117539764425
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2000/01","Dec",1107.59003858168
"Durum","Durum food use","1,000 bushels","2000/01","Dec",6152.43740834069
"All wheat","Food exports","1,000 grain-equivalent bushels","2000/01","Feb",2445.11209639349
"All wheat","Nonmilled food use","1,000 bushels","2000/01","Feb",2000
"All wheat","Wheat ground for flour","1,000 bushels","2000/01","Feb",72919.6287151078
"All wheat","Food use","1,000 bushels","2000/01","Feb",74205.9560853971
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2000/01","Feb",1731.43946668278
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2000/01","Feb",6522.87516530605
"Durum","Durum food exports","1,000 grain-equivalent bushels","2000/01","Feb",285.043687093621
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2000/01","Feb",938.37718474831
"Durum","Durum food use","1,000 bushels","2000/01","Feb",7176.20866296074
"All wheat","Food exports","1,000 grain-equivalent bushels","2000/01","Jan",2524.7948777444
"All wheat","Nonmilled food use","1,000 bushels","2000/01","Jan",2000
"All wheat","Wheat ground for flour","1,000 bushels","2000/01","Jan",73503.0907707055
"All wheat","Food use","1,000 bushels","2000/01","Jan",74999.5761210025
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2000/01","Jan",2021.28022804138
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2000/01","Jan",6352.74937756271
"Durum","Durum food exports","1,000 grain-equivalent bushels","2000/01","Jan",306.572307477083
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2000/01","Jan",1099.59479777975
"Durum","Durum food use","1,000 bushels","2000/01","Jan",7145.77186786538
"All wheat","Food exports","1,000 grain-equivalent bushels","2000/01","Jul",4116.45291735067
"All wheat","Nonmilled food use","1,000 bushels","2000/01","Jul",2000
"All wheat","Wheat ground for flour","1,000 bushels","2000/01","Jul",77829.5813739519
"All wheat","Food use","1,000 bushels","2000/01","Jul",77558.0342914354
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2000/01","Jul",1844.90583483424
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2000/01","Jul",5352.90579710145
"Durum","Durum food exports","1,000 grain-equivalent bushels","2000/01","Jul",247.877114426628
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2000/01","Jul",1001.6609502482
"Durum","Durum food use","1,000 bushels","2000/01","Jul",6106.68963292303
